bahnar,vietnamese,reference
"'bok Bôt khan bre bă kon chă hiok năng wă klĕ, hăp pơchŭt kon pơlei athei năm pơlô̆ch bre bă kon.","Ria cho rằng hai người đi dò la để ăn cướp, bèn xui giục dân làng ra giết.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
'bu 'bu dŭh xang lăp,Chẳng phải ai cũng đồng ý.,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
'nah hi byai blông,Lẽ nào nó nói dối,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
'nhŏng  bô̆k  trong xơnêp ho!,Anh đi đường bình an nhé!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'nhŏng bô̆k dah inh bô̆k?,Anh đi hay tôi đi ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'nhŏng bô̆k layơ ?,Anh đi bao giờ ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'nhŏng bô̆k ngôi dah oei hnam?,Anh đi chơi hay ở nhà ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'nhŏng chă yă kiơ?,"Anh tìm cái gì ?, Anh đi đâu ?",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'nhŏng ei gơh tĕch minh kon xem,Anh ấy bắn được một con chim,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'nhŏng hâm wă bô̆k ngôi dĭ?,Anh đi chơi không ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'nhŏng tam xăng dĭ?,Anh ăn cơm chưa ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'nhŏng ăn kơ inh hla bar,Anh cho tôi quyển sách,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
'năr âu fĭ năr têt,Hôm nay là ngày tết,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
( hăp jrơ̆m hăp noh) hi jrơ̆m hi noh,Nó gặp họ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
( Đe kon Bahnar lŭi teh jĭ por kiĕk).,(Người Bahnar tin đất là cơm của ma).,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
('ban hanh kem kiơ̆ Nghĭ kuyêt sô̆ 14/2019/NQ-HĐND năr 11 khĕi 7 xơ năm 2019 dĭh Hô̆i đông nhân yân tinh 'Binh Đĭnh),(Ban hành kèm theo Nghị quyết số 14/2019/NQ-HĐND ngày 11 tháng 7 năm 2019 của Hội đồng nhân dân tỉnh Bình Định),Kon Tum\Văn bản phát thanh\VH-TT bai 07.xlsx
(Kơ) pal kông tõ jak Lơm đak tõ kơpô?,Trên núi bằng gùi nhỏ Xuống nước tựa con trâu?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
(pLŭng) Duk,Con thuyền,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
- 'Bok Kla kơdâu truh tơyơ duh 'bôh bân truh tơ noh.,-    Hổ chạy tới đâu cŭng gặp một trong số anh em chúng ta.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"- 'Bât truh tơ hơnih pơkă, 'Bok Kla duh ưh kơ gơnăl kơ bân păng hăp gô thu.","-    Lúc tới đích, hổ cŭng không thể nhận ra và sĕ phài chịu thua cuộc.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"- Bre bă kon bĭ hing tơl bô̆k chă năng jum dăr pơlei,","Cha con gấu không thèm trả lời, thủng thỉnh đi xem xét quanh làng.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-'Mih truh tơ âu wă pơm kiơ?,-    Chúng mày mò đến đây làm gì?,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-'Nhui hât ma, mut mât ïnh pam ka ïnh lech dak mât, bu nâmnhâm ai.",,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Bu găn hloh hơdroi 'bok noh gô jơnei.,-     Ai vượt qua trước là người thắng cuộc.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Bân athei yuơ đon hơíénh vvă aơh jơnei kơ 'Bok Kla.,-    Ta phải dùng mẹo mới thắng được hổ.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Dang ăi wă giăm kơxơ̆ boih.,"-     Bây giờ, trời đã sắp tối.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-Dang ăi đei mĭnh jĭt 'bar tŏ kông, 'nhŏng oh bân mĭnh 'nu dâng gô mĭnh pôm kông.","-    Bây giờ có mười hai quả đồi, anh em ta mô̆i người đứng sẵn ờ một quả.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Khan 'Bok nhâm?,,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Kop khan. 'Nao dang ăi mih pơtơm kơdâu truh tơ âu a ah?,-      Bây giờ bác hổ mới chạy tới đây à?,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-Kop kêp rơnêp to ! E wĕch tơ jih ăn ĭnh bŏk ! ĭnh kơdâu deh hloh dôm jít 'măng e, ưh kơxĭ yuơ e mă pơm ăn kơ Inh bốk kêp rơnêp thoi âu.","-     Con rùa chậm chạp kia! Hãy lui sang một bên cho ta đi! Ta chạy nhanh gấp mấy chục lần ngươi, không thể vì ngươi mà ta phải đi chậm thế này được.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Mih mă kơdâu hmenh hloh kơ ĭnh a ah? Mih pôm pơma pơhôp đech!,-      Bác mà chạy nhanh hơn tôi à? Bác chỉ được cái bộ nói khoác!,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Mĕ ơi! Mĕ pai ăn kơ kon por pơđăm gŏ 'bŭng păng puân ge măm 'yu ho.,"-    Mẹ ơi, mẹ nấu cho con nãm nồi bung cơm và bốn ché mắm chua.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-Nah ĭnh lĕ ăi, ĭnh dui tơlâi hre năm trŏ kiơ kơ hnam iâm ăi?","-    Tôi biết đâu đấy, tôi kéo mây chứ đụng gì đến nhà các ông?",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-Pơgê toning 'bok kữ truh tơ âu, ba kơdâu tơđu duh oei hơmau.","-     Sáng mai bác cứ đen đây, ta sĕ thi cŭng chưa muộn.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Ta'nair măt ba đei mĭnh jĭt 'bar to kông.,-     Trước mặt chúng ta có mười hai quả đồi.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Tapa hloi aah! Thoi noh înh duh wà jur ôn pàng e dï.,Thật à! Vậy tao cŭng xuống trốn với mày luôn.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-Tâng de wâ rôp, pahlom de duh rôp 'Bok manhang 'Bok bï dei sa!Kotâng Hrït khan thoi noh, 'Bok Rah potam wâ sa, Hrït khan:",,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Ul! T^ah ih tam lale aah?,Trời ơi! Ông còn chưa biết hay sao?,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
-Wah ! Khan e gơh jur lâm hơlŭng jrŭ thoi noh?,ủa! Sao mày lại xuống ờ dưới ấy?,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-rây pâng Bia Phu poma 'biêt ka Hrït, kaxoh dak khai, chup tonuh kasaï ka Hrït.",,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-rôc, Ca",,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-Âu uh kaxï mir ïnh ôh, mir ïnh oei hataih dech! 'Bok bôk ta noh toih 'nhet an ka ïnh.",,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-Êu, dang ăi ĭnh păng mih kơdâu tơđu.","-     Được, tôi với bác sĕ chạy thi.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-ïnh hanul dech, âu boih wà mir ïnh.",,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-ĭnh hin dơnuh bĭ đei tơdrong jang ĭnh dui dăi tơlâi hre đech, chă tŭl bu đâi ăi, mă khui lĭnh iâm jur tơ âu tơ'yŭ Tnh pơma thoi âu thoi to.","-   Tôi nhà nghèo không có nghề mới phải đi kéo mây, có đụng gì đến ai mà quân lính nhà trời xuống dọa dẫm nhiều lời.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"-ĭnh layơ pơma pơhôp păng e! Ưh kơ lŭi, ba kơdâu tơđu năng wă le!","-     Ta đời nào thèm nói khoác với ngươi! Không tin, ngươi thử chạy thi với ta xem nào!",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"194. ĐĐ Akâu hăp hơkẽ
Oẽi hnam iẽ chơkep?",Người nó ốm o Ờ nhà nhỏ dẹp?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"1er patom ô, mât 'nàr pàng rîm 'nu oei tep lu, 'Bok Rah sang padriu hakàn jï yâ Sok 1er pai por an ka 'Bok song wà bôk jang ta kông.","-    Tôi phải đi tới chứ ông Rơh, tại cháu tôi nó bảo phải đi xem ông Rơh đánh trống làm gì thế.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
5 tŏ kon ra xim,Năm con ngan,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
A Dŏi mŏih 'nhong 'long Akâu,Mong anh khỏe mạnh!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
A Tha Thứ ăn kơ ing!,Hãy tha thứ cho tôi!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
A Thai bat iŏk nơr ing!,Hãy nhớ lấy lời tôi!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
A druh guăng to,Cô gái đẹp kia,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
A druh quăng to,Cô gái đẹp kia,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_2_KT.xlsx
A kăm băt kơ klo,Vợ nhớ chồng,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
"Abẽn kỡl, kiẽl?","Váy kín đầu, đuôi?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Adring pơm pơm mô hinh đĕi 30 bôngai jĭ mai oh lơ̆m tôring thi trân Vinh Thanh, drong pơtơm pơm mô hinh xang đei lơ mai oh tôpă hương ư̆ng","Bước đầu triển khai mô hình đã được đông đảo chị em phụ nữ nhiệt tình hưởng ứng, Tham gia mô hình có 30 thành viên là hội viên phụ nữ trên địa bàn thị trấn Vĩnh Thạnh",Kon Tum\Văn bản phát thanh\TT-CS bai 02.xlsx
"Adrol xơ̆, tơdrong băt đơ̆ng nă ma, mă loi nă ma kon kông lơ̆m tơdoong rong jăng pran đeh oĕi ‘bĩ gan hăt, va yơ găm wă truh rơ heh, mai oh dach deh lơ̆m uênh hnam oĕi lơ.","Trước đây nhận thức của người dân, khi mang thai đến kỳ sinh nở phụ nữ thường đẻ tại nhà còn khá phổ biến., nhất là đồng bào dân tộc về chăm sóc SKSS còn rất hạn chế",Kon Tum\Văn bản phát thanh\TT-CS bai 01.xlsx
"Ah hơdroi, ier pơtau kơlŭng drŭt pêng hơyak, sem rĕch duh pêng 'măng tŭt po dĭ, pơm kơ ier wă joh duh bĭ le chă tơyơ.",,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx
"Ah hội nghị, hộiddoongf nghĩa vụ quân sự thông qua dánhachs 1.297 tơdawm lơm diện nhập ngũ tơ pung cham huyện păng tổ chức chă iok kio dơng rim xa, thị trấn.","Hội đồng nghĩa vụ quân sự thông qua danh sách 1.297 thanh niên trong diện nhập ngũ trên địa bàn huyện và tổ chức xét duyệt theo từng xã, Tại hội nghị, thị trấn",Kon Tum\Văn bản phát thanh\TT-CS bai 04.xlsx
"Ah năr bơ Jang, Khul khảo sát kơpăng thương trưk HĐND xa pơtho khan tơdrong cung côÊ khul pơgơr ‘boi kuyêt đinh đơ̆ng Luât tô chưk khul pơgơr cham pơlei","Tại buổi làm việc, Đoàn khảo sát nghe Thường trực HĐND xã báo cáo cơng tác củng cố chính quyền theo quy định của Luật tổ chức Chính quyền địa.",Kon Tum\Văn bản phát thanh\TT-CS bai 01.xlsx
Ah âu jĭ mir đak,Ở đây là ruộng,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Ahrĕi rim kơp hôi atung yok uy thac 11 chư̆ông trinh ăn vei Atum păng pôting lôkah sôre loi 115 ty đông oei 62 kơtum tin chơp ăn 3.0297 ŭnh hnam vei jên,Hiện nay các cấp hội Đảng nhận ủy thác 11 chương trình cho vay với tổng dư nợ trên 115 tỷ đồng ở 62 tổ tín chấp cho 3.097 hộ vay vốn,Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
"Ahrĕi, lơ̆m huyn đĕi 9/9 đang uy xa, thi trân đĕi chi bô quân sư xa, thi trân, đat 100%, lơ̆m ‘noh đĕi 7/9 chi bô đĕi chi uy, đat 77,77%","77%, Hiện nay, thị trấn có chi bộ quân sự xã, thị trấn đạt 100%, toàn huyện có 9/9 Đảng ủy xã, trong đó có 7/9 chi bộ có chi ủy, đạt 77",Kon Tum\Văn bản phát thanh\TT-CS bai 02.xlsx
Akar hâp găm Lăm hăp,Da nó thì đen Thường hay,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akar hăp găm Lăm et đak Klak jing tih Pơđăh noh,Da nó đen đen Bỏ vảo trong nước To bằng ngón chân cái?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akar hăp rơmo Akâu hăp along
Sơleng khan gơh re?",Da nó là da bò Mình nó là thân cây Sao nó lại biết kêu?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akar kơpô, kơl bih?","Da trâu, đầu rắn?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akâo oẽi tở kông nhen hla?
Oẽi tỡ đak ưh đẽi kơting?","Trên núi giống lá?
Dưới nước không xương?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akâo tõ dẽng, kiẽng mĩnh plaih?","Thân mình nhỏ nhoi, đuôi dài hơn sải?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu brê bra sa đĩ bri kông?,"Người đo đỏ ăn sạch núi rừng?, Người đo đỏ ăn sạch núi rừng?...","Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx, Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx"
Akâu brênh brênh Sơnẽnh lơm lăm?,"Thân mình loang lổ 
Răng ở bên trong?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akâu hrùk ao mam
Hơnẽnh hmă homẽnh tơagam hăp ưh kơ đẽi?","Thân mặc nó mặc áo giáp
Răng cửa, răng hàm lại đều chẳng có?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu hâp kok tormlõng Bich gah rỗng hnam?,Thân trắng trẻo Nằm sau nhà?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akâu hâp tõ kũ?
Đon hâp thoi măt meng Grẽng hâp bar tố kơjung Muh hâp thoi rơtah?",Thân nó to bằng cái chòi Tai nó hình con bươm bướm Răng nanh nó hai cái dài Mũi nó như là con đỉa?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu hâp tơ đak Klak hâp tơ kông?,Thân nó dưới nước Ruột nó trên cạn?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu hăp (hâp) bờn bôh Mă ei đẽi ngoh ưh kơ gơh sa?,Thân nó chúng ta thấy Mà cho ăn lại không biết?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akâu hăp bak
Hâp kơtah tơ đak jing găm?",Thân nó vốn trắng trẻo Nhảy xuống nước hóa đen?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu hăp bak tơmlỗng Oẽi lăm bong chơkep kơẽp?,Người nó trắng toát Nằm trong hỏm chật,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akâu hăp hlôi kră, mă oẽi lũ sa mơh ôm bâu?",Thân nó đã già lại thích ăn cơm thiu thối?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu hăp jơmăng Asu khăn kok?,"Thân đen, choàng khăn trắng?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu hởp (hâp) bốn bôh Mả ei Thân nó chủng ta thấy,Thân nó chủng ta thấy Mà,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
Akâu jing kơkẽ hơkong?,Người ngợm lại ốm nhom?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu mĩnh pôm Măt mĩnh hơbâu?,Thân chỉ có một Mắt đến hảng ngàn?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu sêp gẽch Sẽch kơting lăm to?,"Thân nó ở ngoài
Da xưorng bên trong?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akâu tongiẽt, hơpiẽt tơngoaih?","Thân núp trong, lưỡi ở ngoài?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Akâu tonhet, biet tomgoaih?","Thân núp trong, lười ở nsoài?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu tõ bơbe Ake akỡl kiẽl?,"Thân chỉ bằng con dê Đầu sừng, đuôi cũng sừng?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu tơ angiẽt rơpiẽt tơ trong?,"Người trong bụi, lưỡi ngoài đường?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akâu tơlăm bẽng krẽk tơangaih?,"Thân ờ bên trong, ché ở bên ngoài?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Akăn băt kơnhŏng,Vợ nhớ chồng,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
"Akỡl (akâl) bơbe, ake kơpô?","sừng con trâu?, Đầu con dê",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Along (long) tul, hmul tơm?","Cây cụt, rễ chùm?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Along gah ala pơdâng Along gah kơpâng tơgỡl?,Hàng cây dưới đâm lên Hàng cây trên ngã xuống?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Along hâp jơla Hla,Cây nó có gai Lá thì,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Along hăp pơda Hla hăp kră?,"Thân non, lá già?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Along lom (lăm) kơrimg ưlĩ kơ đẽi hla?,Cây trong rừng không lả?,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
"Along lỡm kơ drỡng ưh kơ đẽi hla?
Ka lỡm kơ đak irh kơ đẽi kơting?","Cây trong rừng không lá?
Cá trong nước không xương?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Along pơm jra Pla hăp arăng?,"Thân như gậy
Lưỡi thì cứng?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Along tul, amul tom?","Cây cụt ngọn, rễ chung gốc?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Along tul, hmul tơm?","Cây cụt, gốc bụi?, gốc cùng?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Along tõ tong gỡr wah Plei klep dih băl Hla pơđốp lễ plei?,Thân bằng cần câu Trái dính vào nhau Lá che lấp trái?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Along tơ kông ưh kơ đẽi hla?
Ka tơ đak ưh kơ đẽi kơting?","Cây trên rừng không có lá?
Cá dưới suối không có xương?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Along ưh kơ đẽi hla?,Cây không có lả?,Kon Tum\Câu đố\Cau do Bahnar - Trang 22- Trang 37.xlsx
"Along ưh kơ đẽi hla?
Ka ưh kơ đẽi kơting?","Cây không có lá?
Cá không có xương?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Amrẽ mĩnh bai, jai (rei) mĩnh dêh?","bỏ khắp xứ?, Ởt một giỏ",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Amăn tơ mir anao hâp kuă Hâp ling,Đẻ nơi đất mới thỉ chống,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Amăn tơ mừ anao hăp kuă,Ray mới chẳng ưa,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Amăng mam, hnam tơmo?","Nhà bằng đá, cừa bằng sắt?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Amăng mă mônh romeh Amăng mă bar cheh kon?,Lần đầu sinh Lần sau nở?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Amăng păng mam Hnam păng koting?,Cửa bằng sắt Nhà bằng xương?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Amăng tơ kẽch, kơnh lẽch măng rim apũng hloi?","Hét một tiếng, xăng chảy khắp mọi nơi?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
An ninh chinh tri păng trật tự an toan xa đei đảm bảo,An ninh chính trị và trật tự an toàn xã hội được đảm bảo,Kon Tum\Văn bản phát thanh\TT-CS bai 03.xlsx
Anhong akâu hoh Oh trỗ hơbẽn?,Anh cời truồng Em mặc váy?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Anhong hlôi yak hloh Oh pơtơm kiỡ đỡng rỗng?,Anh đi rồi thỉ đến lượt em?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Anhong oh tơgar trong?,Anh em giành nhau đường đi?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Anhong pơchoh, oh dan?","Anh đâm, em giữ?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Anhõng mât koh, oh gô răp?","Anh vào đâm, em chực giữ?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Anhõng vă hloh Oh vă loi?,Anh muốn trước Em muốn hon?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
"Anhõng vă hloh, oh vă loi?","Em muốn thắng, anh muốn hơn?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Anih kit oẽi jih đak dơnâu?,Thù lù ếch ngồi trên bờ hồ?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Anu chinh la minh lơ̆m lư tơdrong tơgum Vinh Kim atŏk kơ Jung tơdrong thu iŏk đei dân sô thoi ‘năr ahreêi.,Đây chính là một trong những yếu tố cơ bản giúp Vĩnh Kim nâng cao chất lượng dân số như ngày hơm nay.,Kon Tum\Văn bản phát thanh\TT-CS bai 01.xlsx
"Anăr yơ đe kữm tap bõ
Anăr yơ kữm pơdõ pơdan ăn kơ đe juơ, juă?","Ngày nào cũng bị tát vào mặt
Ngày nào cũng bị dẫm vào mặt?",Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Ao 'nao rŏt,Chiếc áo mới mua,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
"Ao bĭ gal, me yaih xit nai","mẹ tháo ra may lại, Áo không vừa",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Ao bĭ gel mẹ yaih xit hơ drap,"mẹ tháo ra may lại, Áo không vừa",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx
"Ao bĭ gel, mĕ yaih xit uai","mẹ tháo ra may lại, Áo không vừa",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx
Ao bĭ găl mĕ poh lĕch xit hơdrăp,"mẹ tháo ra may lại, Áo không vừa",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
Ao poreng gẽch Sẽch kơting lăm to?,Áo ở bên ngoài Da xưong ở trong?,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Arih sa đĩ,Còn sống ăn hết Chết rồi,Kon Tum\Câu đố\Cau do Bahnar - Trang 44- Trang 210.xlsx
Athai băt iŏk nơring,Hãy nhớ lấy lời tôi!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Athai pơklaih ăn ing,Hãy tha thứ cho tôi!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx
Athai tơnglaih ăm kơinh,Hãy tha thứ cho tôi!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx
"Atum păng tơdrong bơ tho khan dơ̆ng lỹ thuyêt thoi kua um trư̆êk quan, lơm jơ nang đao tao, rim nă ma đei trư̆êk tiêp thư̆c hanh lơm tơmăn dơ̆ng tơdrong thiêt kê tơmăn hla nhĕt truh gô đĕch adrĕch, kơ kach pơtăm, tôme rong, ‘bơn phân, chrŭh đak, ngơ năng long pơtăm ( 02 măng 01 gĕng) wă rôp băt tơdrong atih păng hơdrông jĭ","Cùng với truyền đạt bằng lý thuyết thông qua hình ảnh trực quan, bón phân, chăm sóc, cách trồng, theo dõi cây trồng (2 lần/tuần) để nắm bắt tình hình sinh trưởng và sâu bệnh, trong thời gian đào tạo học viên được trực tiếp thực hành trên ruộng từ khâu thiết kế ruộng rau đến chuẩn bị giống, tưới nước",Kon Tum\Văn bản phát thanh\KT-XH bai 06.xlsx
